year,state_code,producer_type,fuel_source,generators,facilities,nameplate_capacity_(megawatts),summer_capacity_(megawatts),summer_capacity_change
2011,IN,Total Electric Power Industry,Coal,84,29.0,21008.0,18949.4,-146.59999999999854
2012,IN,Total Electric Power Industry,Coal,79,29.0,20122.3,18140.4,-809.0
2013,IN,Total Electric Power Industry,Coal,81,29.0,20912.4,18648.2,507.7999999999993
2014,IN,Total Electric Power Industry,Coal,75,27.0,20847.6,18599.0,-49.20000000000073
1990,KS,Total Electric Power Industry,Coal,,,5762.1,5064.3,
1991,KS,Total Electric Power Industry,Coal,,,5762.1,5091.3,27.0
1992,KS,Total Electric Power Industry,Coal,,,5644.1,5149.3,58.0
1993,KS,Total Electric Power Industry,Coal,,,5634.1,5189.0,39.69999999999982
1994,KS,Total Electric Power Industry,Coal,,,5634.1,5220.0,31.0
1995,KS,Total Electric Power Industry,Coal,,,5633.8,5244.0,24.0
1996,KS,Total Electric Power Industry,Coal,,,5633.8,5256.0,12.0
1997,KS,Total Electric Power Industry,Coal,,,5690.6,5364.0,108.0
1998,KS,Total Electric Power Industry,Coal,,,5677.6,5407.0,43.0
1999,KS,Total Electric Power Industry,Coal,,,5548.6,5325.0,-82.0
2000,KS,Total Electric Power Industry,Coal,,,5549.0,5295.0,-30.0
2001,KS,Total Electric Power Industry,Coal,,,5510.0,5295.0,0.0
2002,KS,Total Electric Power Industry,Coal,,,5510.0,5310.0,15.0
2003,KS,Total Electric Power Industry,Coal,,,5472.0,5265.0,-45.0
2004,KS,Total Electric Power Industry,Coal,,,5472.0,5222.0,-43.0
2005,KS,Total Electric Power Industry,Coal,,,5472.0,5250.0,28.0
2006,KS,Total Electric Power Industry,Coal,,,5472.0,5203.0,-47.0
2007,KS,Total Electric Power Industry,Coal,,,5472.0,5208.0,5.0
2008,KS,Total Electric Power Industry,Coal,,8.0,5472.0,5190.0,-18.0
2009,KS,Total Electric Power Industry,Coal,,8.0,5472.0,5180.0,-10.0
2010,KS,Total Electric Power Industry,Coal,,8.0,5472.0,5179.0,-1.0
2011,KS,Total Electric Power Industry,Coal,16,8.0,5472.3,5188.2,9.199999999999818
2012,KS,Total Electric Power Industry,Coal,16,8.0,5472.3,5223.0,34.80000000000018
2013,KS,Total Electric Power Industry,Coal,16,8.0,5472.3,5188.1,-34.899999999999636
2014,KS,Total Electric Power Industry,Coal,14,7.0,5384.8,5097.1,-91.0
1990,KY,Total Electric Power Industry,Coal,,,16118.4,14306.0,
1991,KY,Total Electric Power Industry,Coal,,,16118.4,14129.0,-177.0
1992,KY,Total Electric Power Industry,Coal,,,16118.4,14096.0,-33.0
1993,KY,Total Electric Power Industry,Coal,,,16118.4,14093.0,-3.0
1994,KY,Total Electric Power Industry,Coal,,,16118.4,14075.3,-17.700000000000728
1995,KY,Total Electric Power Industry,Coal,,,16118.4,14011.1,-64.19999999999891
1996,KY,Total Electric Power Industry,Coal,,,16118.4,14045.1,34.0
1997,KY,Total Electric Power Industry,Coal,,,16097.5,14135.0,89.89999999999964
1998,KY,Total Electric Power Industry,Coal,,,16170.9,14422.9,287.89999999999964
1999,KY,Total Electric Power Industry,Coal,,,16103.9,14416.1,-6.799999999999272
2000,KY,Total Electric Power Industry,Coal,,,16171.0,14465.0,48.899999999999636
2001,KY,Total Electric Power Industry,Coal,,,16191.0,14277.0,-188.0
2002,KY,Total Electric Power Industry,Coal,,,16154.0,14212.0,-65.0
2003,KY,Total Electric Power Industry,Coal,,,16079.0,14151.0,-61.0
2004,KY,Total Electric Power Industry,Coal,,,15981.0,14157.0,6.0
2005,KY,Total Electric Power Industry,Coal,,,16510.0,14337.0,180.0
2006,KY,Total Electric Power Industry,Coal,,,16510.0,14386.0,49.0
2007,KY,Total Electric Power Industry,Coal,,,16510.0,14374.0,-12.0
2008,KY,Total Electric Power Industry,Coal,,20.0,16771.0,14301.0,-73.0
2009,KY,Total Electric Power Industry,Coal,,20.0,17100.0,14553.0,252.0
2010,KY,Total Electric Power Industry,Coal,,20.0,17118.0,14566.0,13.0
2011,KY,Total Electric Power Industry,Coal,56,20.0,17951.7,15289.5,723.5
2012,KY,Total Electric Power Industry,Coal,56,20.0,17951.7,15293.3,3.7999999999992724
2013,KY,Total Electric Power Industry,Coal,55,19.0,17820.0,15219.7,-73.59999999999854
2014,KY,Total Electric Power Industry,Coal,54,19.0,17645.0,15089.7,-130.0
1990,LA,Total Electric Power Industry,Coal,,,3586.1,3356.5,
1991,LA,Total Electric Power Industry,Coal,,,3580.1,3351.0,-5.5
1992,LA,Total Electric Power Industry,Coal,,,3580.1,3351.0,0.0
1993,LA,Total Electric Power Industry,Coal,,,3580.1,3351.0,0.0
1994,LA,Total Electric Power Industry,Coal,,,3580.1,3351.0,0.0
1995,LA,Total Electric Power Industry,Coal,,,3047.7,2851.0,-500.0
1996,LA,Total Electric Power Industry,Coal,,,3580.5,3461.0,610.0
1997,LA,Total Electric Power Industry,Coal,,,3734.9,3461.0,0.0
1998,LA,Total Electric Power Industry,Coal,,,3726.4,3448.0,-13.0
1999,LA,Total Electric Power Industry,Coal,,,3726.4,3453.0,5.0
2000,LA,Total Electric Power Industry,Coal,,,3796.0,3506.0,53.0
2001,LA,Total Electric Power Industry,Coal,,,3796.0,3506.0,0.0
2002,LA,Total Electric Power Industry,Coal,,,3796.0,3453.0,-53.0
2003,LA,Total Electric Power Industry,Coal,,,3796.0,3453.0,0.0
2004,LA,Total Electric Power Industry,Coal,,,3764.0,3453.0,0.0
2005,LA,Total Electric Power Industry,Coal,,,3764.0,3453.0,0.0
2006,LA,Total Electric Power Industry,Coal,,,3764.0,3453.0,0.0
2007,LA,Total Electric Power Industry,Coal,,,3764.0,3482.0,29.0
2008,LA,Total Electric Power Industry,Coal,,4.0,3764.0,3482.0,0.0
2009,LA,Total Electric Power Industry,Coal,,4.0,3764.0,3482.0,0.0
2010,LA,Total Electric Power Industry,Coal,,4.0,3764.0,3417.0,-65.0
2011,LA,Total Electric Power Industry,Coal,6,4.0,3764.3,3424.0,7.0
2012,LA,Total Electric Power Industry,Coal,6,4.0,3796.2,3414.0,-10.0
2013,LA,Total Electric Power Industry,Coal,6,4.0,3796.2,3437.8,23.800000000000182
2014,LA,Total Electric Power Industry,Coal,6,4.0,3796.2,3418.6,-19.200000000000273
1990,MA,Total Electric Power Industry,Coal,,,1784.7,1741.3,
1991,MA,Total Electric Power Industry,Coal,,,1806.6,1731.7,-9.599999999999909
1992,MA,Total Electric Power Industry,Coal,,,1797.3,1714.6,-17.100000000000136
1993,MA,Total Electric Power Industry,Coal,,,1797.4,1709.6,-5.0
1994,MA,Total Electric Power Industry,Coal,,,1797.4,1706.0,-3.599999999999909
1995,MA,Total Electric Power Industry,Coal,,,1797.4,1738.0,32.0
1996,MA,Total Electric Power Industry,Coal,,,1797.4,1761.0,23.0
1997,MA,Total Electric Power Industry,Coal,,,1775.4,1747.5,-13.5
1998,MA,Total Electric Power Industry,Coal,,,2251.0,2127.5,380.0
1999,MA,Total Electric Power Industry,Coal,,,2177.3,2038.2,-89.29999999999995
2000,MA,Total Electric Power Industry,Coal,,,1702.0,1596.0,-442.20000000000005
2001,MA,Total Electric Power Industry,Coal,,,1724.0,1645.0,49.0
2002,MA,Total Electric Power Industry,Coal,,,1723.0,1689.0,44.0
2003,MA,Total Electric Power Industry,Coal,,,1702.0,1659.0,-30.0
2004,MA,Total Electric Power Industry,Coal,,,1776.0,1723.0,64.0
2005,MA,Total Electric Power Industry,Coal,,,1776.0,1743.0,20.0
2006,MA,Total Electric Power Industry,Coal,,,1776.0,1743.0,0.0
2007,MA,Total Electric Power Industry,Coal,,,1776.0,1744.0,1.0
2008,MA,Total Electric Power Industry,Coal,,6.0,1702.0,1662.0,-82.0
2009,MA,Total Electric Power Industry,Coal,,6.0,1702.0,1668.0,6.0
2010,MA,Total Electric Power Industry,Coal,,6.0,1702.0,1669.0,1.0
2011,MA,Total Electric Power Industry,Coal,10,5.0,1601.5,1559.8,-109.20000000000005
2012,MA,Total Electric Power Industry,Coal,8,4.0,1595.9,1538.1,-21.700000000000045
2013,MA,Total Electric Power Industry,Coal,6,4.0,1432.0,1380.4,-157.69999999999982
2014,MA,Total Electric Power Industry,Coal,4,2.0,1130.3,1074.5,-305.9000000000001
1990,MD,Total Electric Power Industry,Coal,,,4332.5,4044.5,
1991,MD,Total Electric Power Industry,Coal,,,5007.5,4677.3,632.8000000000002
1992,MD,Total Electric Power Industry,Coal,,,5007.5,4677.3,0.0
1993,MD,Total Electric Power Industry,Coal,,,5007.5,4688.3,11.0
1994,MD,Total Electric Power Industry,Coal,,,5007.5,4691.3,3.0
1995,MD,Total Electric Power Industry,Coal,,,5007.5,4696.3,5.0
1996,MD,Total Electric Power Industry,Coal,,,5007.5,4696.3,0.0
1997,MD,Total Electric Power Industry,Coal,,,5007.5,4707.3,11.0
1998,MD,Total Electric Power Industry,Coal,,,5007.5,4707.3,0.0
1999,MD,Total Electric Power Industry,Coal,,,5207.5,4894.7,187.39999999999964
2000,MD,Total Electric Power Industry,Coal,,,5109.0,4752.0,-142.69999999999982
2001,MD,Total Electric Power Industry,Coal,,,4772.0,4586.0,-166.0
2002,MD,Total Electric Power Industry,Coal,,,5171.0,4897.0,311.0
2003,MD,Total Electric Power Industry,Coal,,,5236.0,4957.0,60.0
2004,MD,Total Electric Power Industry,Coal,,,5236.0,4958.0,1.0
2005,MD,Total Electric Power Industry,Coal,,,5236.0,4958.0,0.0
2006,MD,Total Electric Power Industry,Coal,,,5236.0,4958.0,0.0
2007,MD,Total Electric Power Industry,Coal,,,5236.0,4958.0,0.0
2008,MD,Total Electric Power Industry,Coal,,9.0,5236.0,4944.0,-14.0
2009,MD,Total Electric Power Industry,Coal,,9.0,5236.0,4876.0,-68.0
2010,MD,Total Electric Power Industry,Coal,,9.0,5236.0,4886.0,10.0
2011,MD,Total Electric Power Industry,Coal,20,10.0,5248.7,4896.0,10.0
2012,MD,Total Electric Power Industry,Coal,18,9.0,5139.2,4757.0,-139.0
2013,MD,Total Electric Power Industry,Coal,18,9.0,5139.2,4757.0,0.0
2014,MD,Total Electric Power Industry,Coal,18,9.0,5139.2,4739.0,-18.0
1990,ME,Total Electric Power Industry,Coal,,,106.5,99.8,
1991,ME,Total Electric Power Industry,Coal,,,106.5,99.8,0.0
1992,ME,Total Electric Power Industry,Coal,,,106.5,99.8,0.0
1993,ME,Total Electric Power Industry,Coal,,,106.5,99.8,0.0
1994,ME,Total Electric Power Industry,Coal,,,102.0,95.6,-4.200000000000003
1995,ME,Total Electric Power Industry,Coal,,,102.0,95.6,0.0
1996,ME,Total Electric Power Industry,Coal,,,102.0,95.6,0.0
1997,ME,Total Electric Power Industry,Coal,,,102.0,95.6,0.0
1998,ME,Total Electric Power Industry,Coal,,,102.0,95.6,0.0
1999,ME,Total Electric Power Industry,Coal,,,102.0,95.6,0.0
