"Plant.Name"	"plant.id"	"plant_code"	"RPS.ID"	"ARB.ID"	"Unit"	"Start.Date"	"Retired.Unit"	"Retire.Date"	"CA.ISO.Resource.ID"	"CA.ISO.Generating.Unit.Name"	"Company.Owner.Name"	"City"	"County"	"State"
"Sacramento SCA"	"G0467"	7551	""	NA	"CCST"	"3/1/1997"	FALSE	""	""	""	"Sacramento Municipal Utility District (SMUD)"	"Sacramento"	"Sacramento"	"CA"
"Sacramento SCA"	"G0467"	7551	""	NA	"CT1A"	"5/1/1997"	FALSE	""	""	""	"Sacramento Municipal Utility District (SMUD)"	"Sacramento"	"Sacramento"	"CA"
"Sacramento SCA"	"G0467"	7551	""	NA	"CT1B"	"3/1/1997"	FALSE	""	""	""	"Sacramento Municipal Utility District (SMUD)"	"Sacramento"	"Sacramento"	"CA"
"Sacramento SCA"	"G0467"	7551	""	NA	"CT1C"	"4/1/2001"	FALSE	""	""	""	"Sacramento Municipal Utility District (SMUD)"	"Sacramento"	"Sacramento"	"CA"
"The Procter & Gamble Paper Products Co."	"G0468"	50464	""	101582	"1"	"3/1/1982"	FALSE	""	"SNCLRA_6_PROCGN"	"PROCTER & GAMBLE PAPER PROD. (OXNARD II)"	"Procter & Gamble Paper Products Company"	"Oxnard"	"Ventura"	"CA"
"The Procter & Gamble Paper Products Co."	"G0468"	50464	""	101582	"2"	"12/1/1989"	FALSE	""	"SNCLRA_6_PROCGN"	"PROCTER & GAMBLE PAPER PROD. (OXNARD II)"	"Procter & Gamble Paper Products Company"	"Oxnard"	"Ventura"	"CA"
"Qualcomm Building P Central Plant"	"G0475"	59456	""	NA	"DG-1"	"1/1/1996"	TRUE	"7/31/2013"	""	""	"Qualcomm Inc"	"San Diego"	"San Diego"	"CA"
"Qualcomm Building P Central Plant"	"G0475"	59456	""	NA	"TG-1"	"1/1/1982"	TRUE	"7/31/2013"	""	""	"Qualcomm Inc"	"San Diego"	"San Diego"	"CA"
"Qualcomm Building P Central Plant"	"G0475"	59456	""	NA	"TG-1-4"	"1/1/1982"	TRUE	"7/31/2013"	""	""	"Qualcomm Inc"	"San Diego"	"San Diego"	"CA"
"Qualcomm Building P Central Plant"	"G0475"	59456	""	NA	"TG-2"	"1/1/1982"	TRUE	"7/31/2013"	""	""	"Qualcomm Inc"	"San Diego"	"San Diego"	"CA"
"Qualcomm Building P Central Plant"	"G0475"	59456	""	NA	"TG-3"	"1/1/1982"	TRUE	"7/31/2013"	""	""	"Qualcomm Inc"	"San Diego"	"San Diego"	"CA"
"Qualcomm Building P Central Plant"	"G0475"	59456	""	NA	"TG-4"	"12/17/2007"	FALSE	""	""	""	"Qualcomm Inc"	"San Diego"	"San Diego"	"CA"
"Richard J Donovan Correctional Facility - Retired Dec 2007"	"G0477"	54936	""	NA	"03"	"1/1/1987"	TRUE	"12/31/2007"	"BORDER_6_DONVAN"	"R.J. DONOVAN CORRECTIONAL FACILITY"	"Richard J Donovan Correctional Facility"	"San Diego"	"San Diego"	"CA"
"Plant No 1"	"G0483"	50696	"60294E"	100255	"GEN1"	"6/1/1993"	FALSE	""	"ETIWND_2_QF"	"ETIWANDA AREA LUMPED UNITS"	"Orange County Sanitation District"	"Fountain Valley"	"Orange"	"CA"
"Plant No 1"	"G0483"	50696	"60294E"	100255	"GEN2"	"6/1/1993"	FALSE	""	"ETIWND_2_QF"	"ETIWANDA AREA LUMPED UNITS"	"Orange County Sanitation District"	"Fountain Valley"	"Orange"	"CA"
"Plant No 1"	"G0483"	50696	"60294E"	100255	"GEN3"	"6/1/1993"	FALSE	""	"ETIWND_2_QF"	"ETIWANDA AREA LUMPED UNITS"	"Orange County Sanitation District"	"Fountain Valley"	"Orange"	"CA"
"Redding Power"	"G0487"	7307	""	NA	"1"	"1/1/1996"	FALSE	""	""	""	"City of Redding Electric Utility"	"Redding"	"Shasta"	"CA"
"Redding Power"	"G0487"	7307	""	NA	"2"	"1/1/1996"	FALSE	""	""	""	"City of Redding Electric Utility"	"Redding"	"Shasta"	"CA"
"Redding Power"	"G0487"	7307	""	NA	"3"	"1/1/1996"	FALSE	""	""	""	"City of Redding Electric Utility"	"Redding"	"Shasta"	"CA"
"Redding Power"	"G0487"	7307	""	NA	"4"	"1/1/1994"	FALSE	""	""	""	"City of Redding Electric Utility"	"Redding"	"Shasta"	"CA"
"Redding Power"	"G0487"	7307	""	NA	"5"	"6/1/2002"	FALSE	""	""	""	"City of Redding Electric Utility"	"Redding"	"Shasta"	"CA"
"Redding Power"	"G0487"	7307	""	NA	"6"	"8/22/2011"	FALSE	""	""	""	"City of Redding Electric Utility"	"Redding"	"Shasta"	"CA"
"Redondo Beach LLC_(AES)"	"G0490"	356	""	NA	"5"	"10/1/1954"	FALSE	""	"REDOND_7_UNIT 5"	"Redondo Unit 5"	"AES Redondo Beach LLC"	"Redondo Beach"	"Los Angeles"	"CA"
"Redondo Beach LLC_(AES)"	"G0490"	356	""	NA	"6"	"7/15/1957"	FALSE	""	"REDOND_7_UNIT 6"	"Redondo Unit 6"	"AES Redondo Beach LLC"	"Redondo Beach"	"Los Angeles"	"CA"
"Redondo Beach LLC_(AES)"	"G0490"	356	""	NA	"7"	"2/1/1967"	FALSE	""	"REDOND_7_UNIT 7"	"Redondo Unit 7"	"AES Redondo Beach LLC"	"Redondo Beach"	"Los Angeles"	"CA"
"Redondo Beach LLC_(AES)"	"G0490"	356	""	NA	"8"	"7/1/1967"	FALSE	""	"REDOND_7_UNIT 8"	"Redondo Unit 8"	"AES Redondo Beach LLC"	"Redondo Beach"	"Los Angeles"	"CA"
"Rhodia - Martinez"	"G0494"	52063	""	100258	"Unit 1"	"1/1/1978"	FALSE	""	"STAUFF_1_UNIT"	"RHODIA INC. (RHONE-POULENC)"	"Eco Services Operations LLC"	"Martinez"	"Contra Costa"	"CA"
"Rhodia Dominguez Plant"	"G0495"	52064	""	NA	"GEN1"	"8/1/1976"	FALSE	""	"LGHTHP_6_QF"	""	"Eco Services Operations LLC"	"Carson"	"Los Angeles"	"CA"
"Rockwood"	"G0504"	7824	""	NA	"UNIT 1"	"6/7/1979"	FALSE	""	""	""	"Imperial Irrigation District"	"Brawley"	"Imperial"	"CA"
"Rockwood"	"G0504"	7824	""	NA	"UNIT 2"	"4/7/1980"	FALSE	""	""	""	"Imperial Irrigation District"	"Brawley"	"Imperial"	"CA"
"C&H Sugar Plant"	"G0509"	58251	""	NA	"2"	"1/1/1958"	TRUE	"11/1/2008"	""	""	"C&H Sugar Company"	"Crockett"	"Contra Costa"	"CA"
"C&H Sugar Plant"	"G0509"	58251	""	NA	"3"	"1/1/1958"	FALSE	""	""	""	"C&H Sugar Company"	"Crockett"	"Contra Costa"	"CA"
"C&H Sugar Plant"	"G0509"	58251	""	NA	"4"	"10/1/1957"	FALSE	""	""	""	"C&H Sugar Company"	"Crockett"	"Contra Costa"	"CA"
"San Diego State University"	"G0511"	50061	""	101399	"GEN 1"	"9/1/2002"	FALSE	""	"STRMVW_7_SDSU A"	""	"San Diego State University"	"San Diego"	"San Diego"	"CA"
"San Diego State University"	"G0511"	50061	""	101399	"GEN 2"	"9/1/2002"	FALSE	""	"STRMVW_7_SDSU B"	""	"San Diego State University"	"San Diego"	"San Diego"	"CA"
"San Diego State University"	"G0511"	50061	""	101399	"GEN 3"	"9/1/2002"	FALSE	""	"STRMVW_7_SDSU C"	""	"San Diego State University"	"San Diego"	"San Diego"	"CA"
"Sentinel Energy Project CPV"	"G0512"	57482	""	104219	"1"	"5/10/2013"	FALSE	""	"SENTNL_2_CTG1"	"CPV Sentinel Unit 1"	"DGC Operations LLC"	"North Palm Springs"	"Riverside"	"CA"
"Sentinel Energy Project CPV"	"G0512"	57482	""	104219	"2"	"5/10/2013"	FALSE	""	"SENTNL_2_CTG2"	"CPV Sentinel Unit 2"	"DGC Operations LLC"	"North Palm Springs"	"Riverside"	"CA"
"Sentinel Energy Project CPV"	"G0512"	57482	""	104219	"3"	"5/10/2013"	FALSE	""	"SENTNL_2_CTG3"	"CPV Sentinel Unit 3"	"DGC Operations LLC"	"North Palm Springs"	"Riverside"	"CA"
"Sentinel Energy Project CPV"	"G0512"	57482	""	104219	"4"	"5/10/2013"	FALSE	""	"SENTNL_2_CTG4"	"CPV Sentinel Unit 4"	"DGC Operations LLC"	"North Palm Springs"	"Riverside"	"CA"
"Sentinel Energy Project CPV"	"G0512"	57482	""	104219	"5"	"5/10/2013"	FALSE	""	"SENTNL_2_CTG5"	"CPV Sentinel Unit 5"	"DGC Operations LLC"	"North Palm Springs"	"Riverside"	"CA"
"Sentinel Energy Project CPV"	"G0512"	57482	""	104219	"6"	"5/10/2013"	FALSE	""	"SENTNL_2_CTG6"	"CPV Sentinel Unit 6"	"DGC Operations LLC"	"North Palm Springs"	"Riverside"	"CA"
"Sentinel Energy Project CPV"	"G0512"	57482	""	104219	"7"	"5/10/2013"	FALSE	""	"SENTNL_2_CTG7"	"CPV Sentinel Unit 7"	"DGC Operations LLC"	"North Palm Springs"	"Riverside"	"CA"
"Sentinel Energy Project CPV"	"G0512"	57482	""	104219	"8"	"5/10/2013"	FALSE	""	"SENTNL_2_CTG8"	"CPV Sentinel Unit 8"	"DGC Operations LLC"	"North Palm Springs"	"Riverside"	"CA"
"SRI International Cogen Project"	"G0515"	50537	""	100263	"UNIT 1"	"4/1/1987"	FALSE	""	"SRINTL_6_UNIT"	"SRI INTERNATIONAL"	"International Power Technology Inc"	"Menlo Park"	"San Mateo"	"CA"
"South Belridge Cogen Facility"	"G0516"	50752	""	NA	"1"	"12/1/1985"	FALSE	""	"KERNRG_1_UNITS"	"AERA ENERGY (SOUTH BELRIDGE)"	"Aera Energy LLC"	"McKittrick"	"Kern"	"CA"
"South Belridge Cogen Facility"	"G0516"	50752	""	NA	"2"	"12/1/1985"	FALSE	""	"KERNRG_1_UNITS"	"AERA ENERGY (SOUTH BELRIDGE)"	"Aera Energy LLC"	"McKittrick"	"Kern"	"CA"
"South Belridge Cogen Facility"	"G0516"	50752	""	NA	"3"	"12/1/1985"	FALSE	""	"KERNRG_1_UNITS"	"AERA ENERGY (SOUTH BELRIDGE)"	"Aera Energy LLC"	"McKittrick"	"Kern"	"CA"
"South Belridge Cogen Facility"	"G0516"	50752	""	NA	"A"	"9/1/1989"	TRUE	"4/6/1992"	"KERNRG_1_UNITS"	"AERA ENERGY (SOUTH BELRIDGE)"	"Aera Energy LLC"	"McKittrick"	"Kern"	"CA"
"South Belridge Cogen Facility"	"G0516"	50752	""	NA	"B"	"9/1/1989"	TRUE	"4/6/1992"	"KERNRG_1_UNITS"	"AERA ENERGY (SOUTH BELRIDGE)"	"Aera Energy LLC"	"McKittrick"	"Kern"	"CA"
"South Belridge Cogen Facility"	"G0516"	50752	""	NA	"C"	"9/1/1989"	TRUE	"4/6/1992"	"KERNRG_1_UNITS"	"AERA ENERGY (SOUTH BELRIDGE)"	"Aera Energy LLC"	"McKittrick"	"Kern"	"CA"
"Saint Agnes Medical Center"	"G0518"	54800	""	104357	"1"	"4/1/2001"	FALSE	""	"BULLRD_7_SAGNES"	""	"Saint Agnes Medical Center"	"Fresno"	"Fresno"	"CA"
"Saint Agnes Medical Center"	"G0518"	54800	""	104357	"1&2"	"4/1/2001"	FALSE	""	"BULLRD_7_SAGNES"	""	"Saint Agnes Medical Center"	"Fresno"	"Fresno"	"CA"
"Salinas River Cogeneration"	"G0520"	50865	""	101518	"18C053"	"1/1/1992"	FALSE	""	"SALIRV_2_UNIT"	"SALINAS RIVER COGENERATION"	"Salinas River Cogeneration Co"	"Paso Robles"	"Monterey"	"CA"
"Salk Institute - Retired July 2004"	"G0521"	50057	""	NA	"1"	"9/1/1984"	TRUE	"7/1/2004"	""	""	"Salk Institute"	"La Jolla"	"San Diego"	"CA"
"Salk Institute - Retired July 2004"	"G0521"	50057	""	NA	"2"	"9/1/1984"	TRUE	"7/1/2004"	""	""	"Salk Institute"	"La Jolla"	"San Diego"	"CA"
"San Antonio Community Hospital"	"G0522"	50234	""	NA	"Unit 1"	"1/1/1985"	FALSE	""	""	""	"San Antonio Community Hospital"	"Upland"	"San Bernardino"	"CA"
"San Antonio Community Hospital"	"G0522"	50234	""	NA	"Unit 2"	"1/1/1985"	FALSE	""	""	""	"San Antonio Community Hospital"	"Upland"	"San Bernardino"	"CA"
"San Antonio Community Hospital"	"G0522"	50234	""	NA	"Unit 3"	"3/1/2001"	FALSE	""	""	""	"San Antonio Community Hospital"	"Upland"	"San Bernardino"	"CA"
"Mountainview Power - Retired December 2005"	"G0523"	55105	""	NA	"MV 1"	"8/1/1957"	TRUE	"12/9/2005"	""	""	"Southern California Edison (SCE)"	"San Bernardino"	"San Bernardino"	"CA"
"Mountainview Power - Retired December 2005"	"G0523"	55105	""	NA	"MV 2"	"7/1/1957"	TRUE	"12/31/2005"	""	""	"Southern California Edison (SCE)"	"San Bernardino"	"San Bernardino"	"CA"
"NRG Energy Inc"	"G0527"	54337	""	NA	"Unit #1"	"8/1/1986"	FALSE	""	""	""	"NRG Solar Community 1 LLC"	"San Diego"	"San Diego"	"CA"
"NRG Energy Inc"	"G0527"	54337	""	NA	"Unit #2"	"8/1/1986"	FALSE	""	""	""	"NRG Solar Community 1 LLC"	"San Diego"	"San Diego"	"CA"
"San Joaquin Cogen"	"G0529"	50062	""	104486	"LM5000"	"1/1/1990"	FALSE	""	"SANJOA_1_UNIT 1"	""	"San Joaquin Cogen"	"Lathrop"	"San Joaquin"	"CA"
"Algonquin Power Sanger LLC"	"G0536"	57564	""	101433	"GTG"	"11/1/1990"	FALSE	""	"SGREGY_6_SANGER"	"SANGER POWER, LLC"	"Algonquin Power Systems"	"Sanger"	"Fresno"	"CA"
"Algonquin Power Sanger LLC"	"G0536"	57564	""	101433	"STG"	"11/1/1990"	FALSE	""	"SGREGY_6_SANGER"	"SANGER POWER, LLC"	"Algonquin Power Systems"	"Sanger"	"Fresno"	"CA"
"UC Santa Cruz Cogeneration"	"G0541"	50064	""	100273	"Fackler"	"8/15/2015"	FALSE	""	""	""	"UC Santa Cruz"	"Santa Cruz"	"Santa Cruz"	"CA"
"UC Santa Cruz Cogeneration"	"G0541"	50064	""	100273	"PE"	"7/1/1987"	FALSE	""	""	""	"UC Santa Cruz"	"Santa Cruz"	"Santa Cruz"	"CA"
"UC Santa Cruz Cogeneration"	"G0541"	50064	""	100273	"Unit 1"	"7/1/1985"	TRUE	"12/1/2013"	""	""	"UC Santa Cruz"	"Santa Cruz"	"Santa Cruz"	"CA"
"Santa Monica Loews Hotel Cogen - Retired February 2000"	"G0544"	NA	""	NA	"Unit 1"	"1/1/1990"	TRUE	"2/1/2000"	""	""	"Strategic Hotel Capital Inc"	"Santa Monica"	"Los Angeles"	"CA"
"Sargent Canyon Cogeneration"	"G0547"	50864	""	101517	"18C052"	"1/1/1992"	FALSE	""	"SARGNT_2_UNIT"	"SARGENT CANYON COGENERATION"	"Sargent Canyon Cogeneration Co"	"Paso Robles"	"Monterey"	"CA"
"Scattergood"	"G0549"	404	"61596F"	101004	"Unit #1"	"12/1/1958"	FALSE	""	""	""	"Los Angeles Department of Water & Power (LADWP)"	"Del Rey"	"Los Angeles"	"CA"
"Scattergood"	"G0549"	404	"61596F"	101004	"Unit #2"	"7/1/1959"	FALSE	""	""	""	"Los Angeles Department of Water & Power (LADWP)"	"Del Rey"	"Los Angeles"	"CA"
"Scattergood"	"G0549"	404	"61596F"	101004	"Unit #3"	"10/1/1974"	FALSE	""	""	""	"Los Angeles Department of Water & Power (LADWP)"	"Del Rey"	"Los Angeles"	"CA"
"4160 V Cogeneration System"	"G0551"	50165	""	NA	"Unit 1"	"1/1/1981"	FALSE	""	""	""	"Sea World of California"	"San Diego"	"San Diego"	"CA"
"4160 V Cogeneration System"	"G0551"	50165	""	NA	"Unit 2"	"1/1/1981"	FALSE	""	""	""	"Sea World of California"	"San Diego"	"San Diego"	"CA"
"4160 V Cogeneration System"	"G0551"	50165	""	NA	"Unit 3"	"1/1/1984"	FALSE	""	""	""	"Sea World of California"	"San Diego"	"San Diego"	"CA"
"4160 V Cogeneration System"	"G0551"	50165	""	NA	"Unit 4"	"1/1/1984"	FALSE	""	""	""	"Sea World of California"	"San Diego"	"San Diego"	"CA"
"Weir Cogeneration Plant (shutdown) - Retired December 2006"	"G0556"	50848	""	NA	"1"	"6/19/1988"	TRUE	"12/31/2006"	""	""	"Aera Energy LLC"	"Fellows"	"Kern"	"CA"
"Coalinga Cogeneration Facility"	"G0557"	50750	""	NA	"A"	"6/1/1988"	FALSE	""	"CHEVCO_6_UNIT 2"	"AERA ENERGY LLC. (Coalinga)"	"Aera Energy LLC"	"Coalinga"	"Fresno"	"CA"
"Coalinga Cogeneration Facility"	"G0557"	50750	""	NA	"B"	"6/1/1988"	FALSE	""	"CHEVCO_6_UNIT 2"	"AERA ENERGY LLC. (Coalinga)"	"Aera Energy LLC"	"Coalinga"	"Fresno"	"CA"
"Southeast Kern River Cogen"	"G0558"	50751	""	NA	"Unit 1"	"2/1/1989"	FALSE	""	"VEDDER_1_SEKERN"	"TEXACO EXPLORATION & PRODUCTION INC. (SE KERN)"	"Chevron North America Exploration and Production"	"Bakersfield"	"Kern"	"CA"
"Southeast Kern River Cogen"	"G0558"	50751	""	NA	"Unit 2"	"2/1/1989"	FALSE	""	"VEDDER_1_SEKERN"	"TEXACO EXPLORATION & PRODUCTION INC. (SE KERN)"	"Chevron North America Exploration and Production"	"Bakersfield"	"Kern"	"CA"
"Southeast Kern River Cogen"	"G0558"	50751	""	NA	"Unit 3"	"2/1/1989"	FALSE	""	"VEDDER_1_SEKERN"	"TEXACO EXPLORATION & PRODUCTION INC. (SE KERN)"	"Chevron North America Exploration and Production"	"Bakersfield"	"Kern"	"CA"
"AltaGas Pomona Energy Inc (San Gabriel Cogeneration)"	"G0562"	50300	""	101371	"1"	"1/2/1985"	FALSE	""	"CHINO_6_SMPPAP"	"AltaGas Pomona Energy Inc."	"AltaGas Pomona Energy Inc"	"Pomona"	"Los Angeles"	"CA"
"Wheelabrator Lassen (Retired 5/2013)"	"G0563"	50298	""	101222	"1"	"1/1/1983"	TRUE	"5/21/2013"	"LASSEN_6_UNITS"	"LASSEN AREA QF AGGREGATION"	"Wheelabrator Technologies Inc"	"Anderson"	"Shasta"	"CA"
"Ripon Cogeneration Facility"	"G0564"	50299	""	100283	"UNIT 1"	"4/1/1988"	FALSE	""	"SMPRIP_1_SMPSON"	"Ripon Cogeneration Unit 1"	"Ripon Cogeneration LLC"	"Ripon"	"San Joaquin"	"CA"
"Blue Heron Paper - Retired 2006"	"G0565"	NA	""	NA	"Unit 1"	"12/1/1966"	FALSE	""	""	""	"Blue Heron Paper Co of California"	"Pomona"	"Los Angeles"	"CA"
"Patio Test Cell Solar Turbines Inc (see G0990 G0991)"	"G0568"	50070	""	NA	"TEST CELL"	"7/1/1980"	FALSE	""	""	""	"Solar Turbines Incorporated"	"San Diego"	"San Diego"	"CA"
"South Bay Power Plant - Retired December 2010"	"G0571"	310	""	NA	"1"	"7/23/1960"	TRUE	"12/31/2010"	"SOBAY_7_SY1"	""	"San Diego Unified Port District (Dynergy)"	"Chula Vista"	"San Diego"	"CA"
"South Bay Power Plant - Retired December 2010"	"G0571"	310	""	NA	"2"	"6/16/1962"	TRUE	"12/31/2010"	"SOBAY_7_SY2"	""	"San Diego Unified Port District (Dynergy)"	"Chula Vista"	"San Diego"	"CA"
"South Bay Power Plant - Retired December 2010"	"G0571"	310	""	NA	"3"	"9/1/1964"	TRUE	"1/1/2010"	"SOBAY_7_SY3"	""	"San Diego Unified Port District (Dynergy)"	"Chula Vista"	"San Diego"	"CA"
"South Bay Power Plant - Retired December 2010"	"G0571"	310	""	NA	"4"	"12/15/1971"	TRUE	"1/1/2010"	"SOBAY_7_SY4"	""	"San Diego Unified Port District (Dynergy)"	"Chula Vista"	"San Diego"	"CA"
"South Bay Power Plant - Retired December 2010"	"G0571"	310	""	NA	"GT"	"10/12/1966"	TRUE	"12/31/2010"	"SOBAY_7_GT1"	""	"San Diego Unified Port District (Dynergy)"	"Chula Vista"	"San Diego"	"CA"
"UCSB Fuel Cell"	"G0578"	NA	""	NA	"1"	"8/10/2012"	FALSE	""	""	""	"Southern California Edison (SCE)"	"Santa Barbara"	"Santa Barbara"	"CA"
"Saint Johns Health Center"	"G0582"	50610	""	NA	"TG-1"	"2/1/1992"	TRUE	"1/1/2004"	""	""	"Saint Johns Health Center"	"Santa Monica"	"Los Angeles"	"CA"
"Coldgen; Sunlaw (Federal Plant) - Retired September 2002"	"G0588"	50746	""	NA	"GEN1"	"8/21/1986"	TRUE	"9/30/2002"	""	""	"Sunlaw Energy Partners I LP"	"Vernon"	"Los Angeles"	"CA"
"Coldgen; Sunlaw (Federal Plant) - Retired September 2002"	"G0588"	50746	""	NA	"GEN2"	"7/1/1986"	TRUE	"9/30/2002"	""	""	"Sunlaw Energy Partners I LP"	"Vernon"	"Los Angeles"	"CA"
"Sunnyside Cogeneration Partners LP (Retired December 2008)"	"G0589"	52201	""	NA	"Gen 1-5"	"5/1/1991"	TRUE	"12/31/2008"	""	""	"Ridgewood Power Management LLC"	"Salinas"	"Monterey"	"CA"
"Sycamore Cogeneration Co"	"G0590"	50134	""	100886	"UNIT 1"	"11/25/1987"	FALSE	""	"SYCAMR_2_UNIT 1"	"SYCAMORE COGENERATION UNIT 1"	"Sycamore Cogeneration Co"	"Bakersfield"	"Kern"	"CA"
"Sycamore Cogeneration Co"	"G0590"	50134	""	100886	"UNIT 2"	"11/25/1987"	FALSE	""	"SYCAMR_2_UNIT 2"	"SYCAMORE COGENERATION UNIT 2"	"Sycamore Cogeneration Co"	"Bakersfield"	"Kern"	"CA"
"Sycamore Cogeneration Co"	"G0590"	50134	""	100886	"UNIT 3"	"11/27/1987"	FALSE	""	"SYCAMR_2_UNIT 3"	"SYCAMORE COGENERATION UNIT 3"	"Sycamore Cogeneration Co"	"Bakersfield"	"Kern"	"CA"
"Sycamore Cogeneration Co"	"G0590"	50134	""	100886	"UNIT 4"	"12/12/1987"	FALSE	""	"SYCAMR_2_UNIT 4"	"SYCAMORE COGENERATION UNIT 4"	"Sycamore Cogeneration Co"	"Bakersfield"	"Kern"	"CA"
"TRW ASD (Northrop Grumman)"	"G0591"	54645	""	NA	"EG-1"	"8/1/1984"	FALSE	""	""	""	"TRW Inc"	"San Diego"	"San Diego"	"CA"
"TRW ASD (Northrop Grumman)"	"G0591"	54645	""	NA	"EG-2"	"8/1/1984"	FALSE	""	""	""	"TRW Inc"	"San Diego"	"San Diego"	"CA"
"South Generator"	"G0592"	NA	""	NA	"1"	"9/1/1993"	FALSE	""	""	""	"Semitropic Water Storage District"	"Buttonwillow"	"Kern"	"CA"
"South Generator"	"G0592"	NA	""	NA	"2"	"9/1/1993"	FALSE	""	""	""	"Semitropic Water Storage District"	"Buttonwillow"	"Kern"	"CA"
"North Generator"	"G0593"	NA	""	NA	"1"	"9/1/1993"	FALSE	""	""	""	"Semitropic Water Storage District"	"Buttonwillow"	"Kern"	"CA"
"North Generator"	"G0593"	NA	""	NA	"2"	"9/1/1993"	FALSE	""	""	""	"Semitropic Water Storage District"	"Buttonwillow"	"Kern"	"CA"
"A Fee Cogeneration Plant - Indefinite Shutdown"	"G0595"	52094	""	NA	"GEN1"	"6/1/1986"	FALSE	""	"KRNOIL_7_TEXEXP"	""	"Chevron North America Exploration and Production"	"Bakersfield"	"Kern"	"CA"
"A Fee Cogeneration Plant - Indefinite Shutdown"	"G0595"	52094	""	NA	"GEN2"	"6/1/1986"	FALSE	""	"KRNOIL_7_TEXEXP"	""	"Chevron North America Exploration and Production"	"Bakersfield"	"Kern"	"CA"
"B Fee Cogeneration Plant - Indefinite Shutdown"	"G0596"	52092	""	NA	"GEN1"	"5/1/1987"	FALSE	""	"KRNOIL_7_TEXEXP"	""	"Chevron North America Exploration and Production"	"Bakersfield"	"Kern"	"CA"
"C Fee Cogeneration Plant - Indefinite Shutdown"	"G0597"	52095	""	NA	"GEN1"	"2/1/1987"	FALSE	""	"KRNOIL_7_TEXEXP"	""	"Chevron North America Exploration and Production"	"Bakersfield"	"Kern"	"CA"
"C Fee Cogeneration Plant - Indefinite Shutdown"	"G0597"	52095	""	NA	"GEN2"	"2/1/1987"	FALSE	""	"KRNOIL_7_TEXEXP"	""	"Chevron North America Exploration and Production"	"Bakersfield"	"Kern"	"CA"
"Lost Hills Cogeneration Plant"	"G0599"	52077	""	NA	"4"	"10/1/1985"	FALSE	""	"KERNRG_1_UNITS"	"AERA ENERGY (SOUTH BELRIDGE)"	"Aera Energy LLC"	"Lost Hills"	"Kern"	"CA"
"Lost Hills Cogeneration Plant"	"G0599"	52077	""	NA	"5"	"10/1/1985"	FALSE	""	"KERNRG_1_UNITS"	"AERA ENERGY (SOUTH BELRIDGE)"	"Aera Energy LLC"	"Lost Hills"	"Kern"	"CA"
"Lost Hills Cogeneration Plant"	"G0599"	52077	""	NA	"6"	"10/1/1985"	FALSE	""	"KERNRG_1_UNITS"	"AERA ENERGY (SOUTH BELRIDGE)"	"Aera Energy LLC"	"Lost Hills"	"Kern"	"CA"
"McKittrick Cogeneration Plant"	"G0600"	52076	""	NA	"McK 1"	"6/6/2012"	FALSE	""	"TXMCKT_6_UNIT"	""	"Chevron North America Exploration and Production"	"McKittrick"	"Kern"	"CA"
"McKittrick Cogeneration Plant"	"G0600"	52076	""	NA	"McK 2"	"6/6/2012"	FALSE	""	"TXMCKT_6_UNIT"	""	"Chevron North America Exploration and Production"	"McKittrick"	"Kern"	"CA"
"McKittrick Cogeneration Plant"	"G0600"	52076	""	NA	"McK1"	"10/1/1984"	TRUE	"6/5/2012"	"TXMCKT_6_UNIT"	""	"Chevron North America Exploration and Production"	"McKittrick"	"Kern"	"CA"
"McKittrick Cogeneration Plant"	"G0600"	52076	""	NA	"McK2"	"10/1/1984"	TRUE	"6/5/2012"	"TXMCKT_6_UNIT"	""	"Chevron North America Exploration and Production"	"McKittrick"	"Kern"	"CA"
"McKittrick Cogeneration Plant"	"G0600"	52076	""	NA	"McK3"	"10/1/1984"	TRUE	"6/5/2012"	"TXMCKT_6_UNIT"	""	"Chevron North America Exploration and Production"	"McKittrick"	"Kern"	"CA"
"North Midway Cogeneration Plant"	"G0601"	52078	""	NA	"7"	"10/1/1986"	TRUE	"1/1/2014"	"TXNMID_1_UNIT 2"	""	"Chevron North America Exploration and Production"	"McKittrick"	"Kern"	"CA"
"North Midway Cogeneration Plant"	"G0601"	52078	""	NA	"8"	"10/1/1986"	TRUE	"1/1/2014"	"TXNMID_1_UNIT 2"	""	"Chevron North America Exploration and Production"	"McKittrick"	"Kern"	"CA"
"North Midway Cogeneration Plant"	"G0601"	52078	""	NA	"9"	"10/1/1986"	TRUE	"1/1/2014"	"TXNMID_1_UNIT 2"	""	"Chevron North America Exploration and Production"	"McKittrick"	"Kern"	"CA"
"Martinez Cogen Limited"	"G0613"	10342	""	101332	"TG-101-T1"	"2/1/1987"	FALSE	""	"TIDWTR_2_UNIT 1"	""	"Foster Wheeler Martinez Inc / Martinez Cogen Limited Partnership"	"Martinez"	"Contra Costa"	"CA"
"Martinez Cogen Limited"	"G0613"	10342	""	101332	"TG-102-T2"	"5/1/1987"	FALSE	""	"TIDWTR_2_UNIT 2"	""	"Foster Wheeler Martinez Inc / Martinez Cogen Limited Partnership"	"Martinez"	"Contra Costa"	"CA"
"Martinez Cogen Limited"	"G0613"	10342	""	101332	"TG-103"	"5/1/1987"	FALSE	""	"TIDWTR_2_UNIT 3"	""	"Foster Wheeler Martinez Inc / Martinez Cogen Limited Partnership"	"Martinez"	"Contra Costa"	"CA"
